"id","source_website","manufacturer","brand","manufacturer_number","item_number","upc","unspsc","product_name","item_detailed","package_size","order_unit","minimum_quantity","currency_code","without_tax","vat","msrp_list_price","retail_price_your_price","discount_you_save_amount","discount_you_save_percentage","volume_price_1","volume_for_discount_1","volume_discount_1","volume_price_2","volume_for_discount_2","volume_discount_2","volume_price_3","volume_for_discount_3","volume_discount_3","volume_price_4","volume_for_discount_4","volume_discount_4","volume_price_5","volume_for_discount_5","volume_discount_5","volume_price_6","volume_for_discount_6","volume_discount_6","volume_price_7","volume_for_discount_7","volume_discount_7","volume_price_8","volume_for_discount_8","volume_discount_8","volume_price_9","volume_for_discount_9","volume_discount_9","volume_price_10","volume_for_discount_10","volume_discount_10","product_attributes_technical_specs","features","specification","applications","caution","in_stock","category","sub_category","country_of_origin","catalog","guarantee_information","shipping_information","path","source_url","cross_referencing_product_url","cross_referencing_product_name","private_label","attribute_type_1","attribute_value_1","attribute_type_2","attribute_value_2","attribute_type_3","attribute_value_3","attribute_type_4","attribute_value_4","attribute_type_5","attribute_value_5","attribute_type_6","attribute_value_6","attribute_type_7","attribute_value_7","attribute_type_8","attribute_value_8","attribute_type_9","attribute_value_9","attribute_type_10","attribute_value_10","attribute_type_11","attribute_value_11","attribute_type_12","attribute_value_12","attribute_type_13","attribute_value_13","attribute_type_14","attribute_value_14","attribute_type_15","attribute_value_15","attribute_type_16","attribute_value_16","attribute_type_17","attribute_value_17","attribute_type_18","attribute_value_18","attribute_type_19","attribute_value_19","attribute_type_20","attribute_value_20","attribute_type_21","attribute_value_21","attribute_type_22","attribute_value_22","attribute_type_23","attribute_value_23","attribute_type_24","attribute_value_24","attribute_type_25","attribute_value_25","attribute_type_26","attribute_value_26","attribute_type_27","attribute_value_27","attribute_type_28","attribute_value_28","attribute_type_29","attribute_value_29","attribute_type_30","attribute_value_30","attribute_type_31","attribute_value_31","attribute_type_32","attribute_value_32","attribute_type_33","attribute_value_33","attribute_type_34","attribute_value_34","attribute_type_35","attribute_value_35","attribute_type_36","attribute_value_36","attribute_type_37","attribute_value_37","attribute_type_38","attribute_value_38","attribute_type_39","attribute_value_39","attribute_type_40","attribute_value_40","attribute_type_41","attribute_value_41","attribute_type_42","attribute_value_42","attribute_type_43","attribute_value_43","attribute_type_44","attribute_value_44","attribute_type_45","attribute_value_45","attribute_type_46","attribute_value_46","attribute_type_47","attribute_value_47","attribute_type_48","attribute_value_48","attribute_type_49","attribute_value_49","attribute_type_50","attribute_value_50","msrp_price_n","retail_price_n","discount_you_save_amount_n","discount_you_save_percentage_n","stock_n","scraped"
423,"homedepot.com","Heritage","N/A","HERH6644TKRC1","205705166","N/A","N/A","32 Gal. Can Liners (50 Per Box)","Can liners feature Accufit sizing so they fit perfectly into common cans with no excess plastic and no falling completely into the container. Each can liner holds up to 55 lbs. or 32 Gal. and offers a 0.9 mil thickness. Can liners are designed for use in Rubbermaid 32 Gal. waste containers (2632). Premium-quality prime resin resists tears and punctures. Can liners include a natural, (nonpetroleum-based) reinforcement additive so less plastic goes into landfills.
 
Feature accufit sizing so bags fit perfectly into common cans with no excess plastic
Prime resin resists tears and punctures
Holds up to 55 lb.
Size: 33 in. W x 44 in. L","Contains 1 bags
 ($17.58
 bag)","N/A","1","USD","0.00","0.00","0.00","17.58","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Bag thickness (mil) : 0.9,
Product Length (in.) : 44 in,
Product Width (in.) : 33,
Capacity (gallons) : 32,
Closure : Fold-over,
Color : Black,
Color Family : Black,
Features : No Additional Features,
Gauge : .90,
Material : Low-Density Polyethylene (LDPE),
Pack Size : 1,
Package count : 1,
Packaging : Box,
Returnable : 90-Day,
Trash and Recycling Product Type : Trash Bag/Liner,
Usage Type : Economy Trash Bags,
Certifications and Listings : No Certifications or Listings,
","N/A","N/A","N/A","N/A","N/A","Cleaning","Trash & Recycling","N/A","N/A","N/A","N/A","Home / Cleaning / Trash & Recycling / Trash Bags / Garbage Bags","https://www.homedepot.com/p/Heritage-32-Gal-Can-Liners-50-Per-Box-HERH6644TKRC1/205705166","N/A","N/A","N/A","Store SO SKU","1001194835","Bag thickness (mil)","0.9","Product Length (in.)","44 in","Product Width (in.)","33","Capacity (gallons)","32","Closure","Fold-over","Color","Black","Color Family","Black","Features","No Additional Features","Gauge",".90","Material","Low-Density Polyethylene (LDPE)","Pack Size","1","Package count","1","Packaging","Box","Returnable","90-Day","Trash and Recycling Product Type","Trash Bag/Liner","Usage Type","Economy Trash Bags","Certifications and Listings","No Certifications or Listings","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
424,"homedepot.com","Bulwark","N/A","QC10KH RG 40","305074203","N/A","N/A","iQ Endurance Men's Size 40 Khaki Premium Coverall","65% cotton and 35% polyester lend softness and comfort
Flame-resistant fabric
2 front swing pockets


 2-way concealed Nomex taped brass break-away zipper with a concealed snap at top of zipper and at neck. Concealed adjustable snap closure on sleeve cuffs. Elastic back waist. Deep-pleated action-back.
 
Westex G2 fabrics by Milliken - flame-resistant, 6.9 oz. (235g/m2) ripstop twill 65% cotton/35% polyester
2 front swing pockets, top-stitched and lined, right front pocket bag with cell phone pocket, 2 angled chest pockets with flaps and concealed snap closure, 1 napoleon chest pocket, 2 patch hip pockets, left sleeve pocket, cargo pocket on right leg with flaps and concealed snap closure, large patch pocket on left leg
Certified by Underwriters Laboratories to meet the requirements of NFPA 2112 standard on flame resistant garments for protection of industrial personnel against flash fire, 2012 edition
Meets the standards for HRC2 - Arc Rating ATPV 9.0 calories/cm
Machine wash friendly for easy clean-up","N/A","N/A","1","USD","0.00","0.00","0.00","144.00","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Chest Size (In.) : 48,
Closure Style : Zipper,
Clothing Product Type : Coveralls,
Color Family : Tan,
Color/Finish : Khaki,
Fly type : Zipper,
Gender : Men's,
Inseam : 30,
Length : Regular,
Material : Blend,
Material : Cotton (65%), Polyester (35%),
Number of Pockets : 11,
Origin : Imported,
Returnable : 90-Day,
Safety Features : Flame Resistant,
Size : Medium,
Sleeve Length : Long,
Waist Size : 40,
Workwear Features : Cell Phone Pocket,Machine Washable,
Certifications and Listings : UL Classified,
","N/A","N/A","N/A","N/A","N/A","Clothing & Footwear","Workwear","N/A","N/A","N/A","N/A","Home / Clothing & Footwear / Workwear / Coveralls","https://www.homedepot.com/p/Bulwark-iQ-Endurance-Men-s-Size-40-Khaki-Premium-Coverall-QC10KH-RG-40/305074203","N/A","N/A","N/A","Chest Size (In.)","48","Closure Style","Zipper","Clothing Product Type","Coveralls","Color Family","Tan","Color/Finish","Khaki","Fly type","Zipper","Gender","Men's","Inseam","30","Length","Regular","Material","Blend","Material","Cotton (65%), Polyester (35%)","Number of Pockets","11","Origin","Imported","Returnable","90-Day","Safety Features","Flame Resistant","Size","Medium","Sleeve Length","Long","Waist Size","40","Workwear Features","Cell Phone Pocket,Machine Washable","Certifications and Listings","UL Classified","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
425,"homedepot.com","Aire a Minka Group Design","N/A","04632","309970330","N/A","N/A","Sunhill 56 in. Integrated LED Indoor/Outdoor Sand Black Ceiling Fan with Light","The Sunhill 56 in. Ceiling Fan offers the perfect updated look to any outdoor space or room in the house with its transitional clean design. It features Etched glass for outstanding light output by a 26-Watt integrated LED module. The motor features superior air movement with 3 speeds and a reverse function. The handy remote control provides independent light operation and speed control.
 
Sand black finish
4 ABS charcoal driftwood blades
5618 high CFM
1206 Lumens output
26- Watt Integrated LED light
Ideal for large rooms up to 20 ft. x 20 ft
3 speed hand held remote with manual reverse
Frosted white glass
ETL Listed
Limited lifetime motor warranty
Click here for more information on Electronic Recycling Programs","N/A","N/A","1","USD","0.00","0.00","0.00","299.99","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Assembled Depth (in.) : 56 in,
Assembled Height (in.) : 11.97 in,
Assembled Width (in.) : 56 in,
Ceiling Fan Width (in.) : 56,
Downrod Length (in.) : 6,
Fan Blade Length (In.) : 24.51,
Fan Blade Span (in.) : 56,
Fan Blade Width (In.) : 7.72,
Airflow (CFM) : 5618,
Blade Color : Charcoal Driftwood,
Blade Color Family : Dark Brown,
Ceiling Fan Size : Medium,
Color Family : Black,
Color Temperature : Neutral White,
Commercial/Residential : Commercial,Residential,
Compatible Bulb Type : Integrated LED,
Control Type Included : Remote Control Included,
Damp/Wet Rating : Wet Rated,
Fan Blade Material : Acrylonitrile Butadiene Styrene (ABS),
Features : No Additional Features,
Fixture Color Family : Bronze,
Fixture Color/Finish : Sand Black,
Glass Style : Frosted,
Included : No additional accessories,
Indoor/Outdoor : Indoor,Outdoor,
Light Bulb Type Included : Integrated LED,
Light Type : Integrated,
Motor Speed (RPM) : 106,
Mounting Type : Angled Mount,Downrod Mount,
Number of Blades : 4 Blades,
Number of Lights : 1 Light,
Number of Speeds : 3,
Product Weight (lb.) : 25.02 lb,
Recommended Room Size : Large Room,
Returnable : 90-Day,
Style : Traditional,
Certifications and Listings : ETL Listed,
","N/A","N/A","N/A","N/A","N/A","Lighting","Ceiling Fans","N/A","N/A","Limited lifetime motor","N/A","Home / Lighting / Ceiling Fans / Ceiling Fans With Lights","https://www.homedepot.com/p/Aire-a-Minka-Group-Design-Sunhill-56-in-Integrated-LED-Indoor-Outdoor-Sand-Black-Ceiling-Fan-with-Light-04632/309970330","N/A","N/A","N/A","Store SKU","1004524272","Assembled Depth (in.)","56 in","Assembled Height (in.)","11.97 in","Assembled Width (in.)","56 in","Ceiling Fan Width (in.)","56","Downrod Length (in.)","6","Fan Blade Length (In.)","24.51","Fan Blade Span (in.)","56","Fan Blade Width (In.)","7.72","Airflow (CFM)","5618","Blade Color","Charcoal Driftwood","Blade Color Family","Dark Brown","Ceiling Fan Size","Medium","Color Family","Black","Color Temperature","Neutral White","Commercial/Residential","Commercial,Residential","Compatible Bulb Type","Integrated LED","Control Type Included","Remote Control Included","Damp/Wet Rating","Wet Rated","Fan Blade Material","Acrylonitrile Butadiene Styrene (ABS)","Features","No Additional Features","Fixture Color Family","Bronze","Fixture Color/Finish","Sand Black","Glass Style","Frosted","Included","No additional accessories","Indoor/Outdoor","Indoor,Outdoor","Light Bulb Type Included","Integrated LED","Light Type","Integrated","Motor Speed (RPM)","106","Mounting Type","Angled Mount,Downrod Mount","Number of Blades","4 Blades","Number of Lights","1 Light","Number of Speeds","3","Product Weight (lb.)","25.02 lb","Recommended Room Size","Large Room","Returnable","90-Day","Style","Traditional","Certifications and Listings","ETL Listed","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
426,"homedepot.com","Transolid","N/A","G3122-M1-A-B-8C","310428853","N/A","N/A","31 in. W x 22 in. D Marble Vanity Top in White Carrara with Biscuit Basin","Transolid Quick Ship vanity tops are available in a variety of sizes and colors, guaranteed to compliment your bathroom decor and to fit your standard-size vanity. Transolid granite and marble vanity tops are made from natural hard stones which are polished to a smooth, high gloss finish. This natural stone has typical variations in both color and pattern, therefore, variations may occur in different vanity tops of the same color. Transolid vanity tops are covered by a 10-year limited residential warranty and a 3-year limited commercial warranty.
 
Pre-sealed protective coat adds durability and stain resistance no sealing required
1-1/4 in. thick natural marble construction (including profile build-up)
Includes 4 in. matching backsplash and undermount vitreous-China oval biscuit sink with overflow
Fits 30 in. x 21 in. vanity cabinet (not included)
Natural granite adds, a high-end look, irresistible beauty and fashion in your bathroom
Fully fabricated in the USA
Matching side splashes sold separately (SSRG22-M1, SSLG22-M1)
Color variations may occur due to the natural stone
10-year limited warranty","N/A","N/A","1","USD","0.00","0.00","0.00","609.00","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Backsplash Height (in.) : 4,
Basin Depth (in.) : 8.0,
Basin Length (in.) : 14,
Basin Width (in.) : 17,
Edge Thickness (cm.) : 3,
Product Depth (in.) : 22.25,
Product Height (in.) : 8.0,
Product Width (in.) : 31,
Product Width x Depth : 31 in. x 22.25 in.,
Basin Color : Biscuit,
Basin Material : Vitreous China,
Bowl Location : Single center set basin,
Faucet Accommodations : Widespread,
Faucet accommodations : Widespread,
Features : Predrilled,
Included : Backsplash,
Number of Sinks : Single Sink,
Product Weight (lb.) : 102.0lb,
Returnable : 90-Day,
Sink Shape : Oval,
Sink Type : Undermount,
Top Color : White Carrara,
Top Color Family : White,
Top Material : Marble,
Vanity Top Edge Type : Flat,
","N/A","N/A","N/A","N/A","N/A","Bath","Bathroom Vanities","N/A","N/A","10-year limited warranty","N/A","Home / Bath / Bathroom Vanities / Bathroom Vanity Tops","https://www.homedepot.com/p/Transolid-31-in-W-x-22-in-D-Marble-Vanity-Top-in-White-Carrara-with-Biscuit-Basin-G3122-M1-A-B-8C/310428853","N/A","N/A","N/A","Backsplash Height (in.)","4","Basin Depth (in.)","8.0","Basin Length (in.)","14","Basin Width (in.)","17","Edge Thickness (cm.)","3","Product Depth (in.)","22.25","Product Height (in.)","8.0","Product Width (in.)","31","Product Width x Depth","31 in. x 22.25 in.","Basin Color","Biscuit","Basin Material","Vitreous China","Bowl Location","Single center set basin","Faucet Accommodations","Widespread","Faucet accommodations","Widespread","Features","Predrilled","Included","Backsplash","Number of Sinks","Single Sink","Product Weight (lb.)","102.0lb","Returnable","90-Day","Sink Shape","Oval","Sink Type","Undermount","Top Color","White Carrara","Top Color Family","White","Top Material","Marble","Vanity Top Edge Type","Flat","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
427,"homedepot.com","Glidden Premium","N/A","HDGWN58DPX-05F","206014846","N/A","N/A","5-gal. #HDGWN58D Storybook Straw Flat Latex Exterior Paint","Durable acrylic formula resists fading, cracking and peeling
For variety of exterior surfaces with excellent color retention
Time-saving paint and primer in one


 The Glidden 5-gal. Flat Latex Exterior Paint can be applied in temperatures as low as 35° F. This paint is ideal for application on almost all exterior siding, brick, masonry and stucco. The acrylic-latex base provides a durable, mildew-resistant finish. It easily cleans up with soap and water for less mess.
 
Suitable for application on most exterior siding, brick, masonry and stucco
Apply with a roller
Can be applied in temperatures as low as 35° F to allow you an extended painting season
100% acrylic latex base helps protect against UV rays, color fading and severe weather conditions
Resists chalk, blistering, peeling and flaking
Provides a mildew-resistant coating that helps maintain a pristine appearance
Covers up to 1750 sq. ft.
Actual paint colors may vary from on-screen and printer representations
Cleans up with soap and water
Online Price includes Paint Care fee in the following states: CA, CO, CT, ME, MN, OR, RI, VT","N/A","N/A","N/A","USD","0.00","0.00","0.00","115.00","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Container Size : 5 GA-Gallon,
Approximate Coverage (sq. ft.) : 1750,
Color Family : Beige / Cream,
Color Number : 45YY 44/115,
Color/Finish : Storybook Straw,
Dry to touch (min.) : 60,
HSL Value : 40.6:18.6:67.3,
Hexadecimal Value : BBB19C,
Minimum Temperature for Use (F) : 35,
Paint & Primer in One : Yes,
Paint Key Features : Low Temperature,Paint & Primer in One,Tintable,
Paint Type : Exterior Paint,
Paint/Stain Clean Up : Soap & Water,
Protection Type : Mildew Resistant,UV/Fade Resistant,
RGB Value : 177:171:151,
Returnable : Non-Returnable,
Sheen : Flat/Matte,
Substrate/Surface Use Type : Drywall,Masonry,Plaster,Wood,
Time before recoating (hours) : 4.0,
Tint Base : Base 1,
Transparency : Solid,
","N/A","N/A","N/A","N/A","N/A","Paint","Paint Colors","N/A","N/A","Guaranteed Results","N/A","Home / Paint / Paint Colors","https://www.homedepot.com/p/Glidden-Premium-5-gal-HDGWN58D-Storybook-Straw-Flat-Latex-Exterior-Paint-HDGWN58DPX-05F/206014846","N/A","N/A","N/A","Container Size","5 GA-Gallon","Approximate Coverage (sq. ft.)","1750","Color Family","Beige / Cream","Color Number","45YY 44/115","Color/Finish","Storybook Straw","Dry to touch (min.)","60","HSL Value","40.6:18.6:67.3","Hexadecimal Value","BBB19C","Minimum Temperature for Use (F)","35","Paint & Primer in One","Yes","Paint Key Features","Low Temperature,Paint & Primer in One,Tintable","Paint Type","Exterior Paint","Paint/Stain Clean Up","Soap & Water","Protection Type","Mildew Resistant,UV/Fade Resistant","RGB Value","177:171:151","Returnable","Non-Returnable","Sheen","Flat/Matte","Substrate/Surface Use Type","Drywall,Masonry,Plaster,Wood","Time before recoating (hours)","4.0","Tint Base","Base 1","Transparency","Solid","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
428,"homedepot.com","La Pastiche","N/A","MONG3011-FR-7870S20X24","310716515","N/A","N/A","30 in. x 26 in. ""Water Lilies (Luxury Line) with Elegant Champagne Frame "" by Claude Monet Framed Wall Art","OverstockArt is an art manufacturer of framed hand painted oil reproductions and canvas art prints. overstockArt was among the earliest online galleries of hand painted oil paintings and the first to focus on art reproductions of great masters such as Van Gogh, Monet and Klimt. From Impressionist art to Modern Art, overstockArt has the perfect framed canvas art for your home. At overstockArt, we live and breathe the oil paintings that surround us and feel we have a special connection with our customers. Put simply, we are art lovers serving art lovers.Framed painting size (not including frame): Classic 20""x24Framed painting size (exterior dimensions inches): 26"" X 2100% handmade oil painting on artist grade canvas - certificate of authenticity includedFramed paintings arrive ready to hang on your wall with hanging hardware includedArt By Claude MonetElegant Wood Frame","N/A","N/A","N/A","USD","0.00","0.00","0.00","334.10","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Product Depth (in.) : 30,
Product Height (in.) : 26,
Product Width (in.) : 2,
Wall Art Height : Medium (20-40 in.),
Wall Art Width : Small (Under 20 in.),
Art Classification : Classic Home,
Art Material : Wood,
Art Medium : Graphic Art,
Art Movement : Abstract Expressionism,
Artist's name : Claude Monet,
Artwork name : Water Lilies (Luxury Line) with Elegant Champagne Frame,
Color Family : Multi-Colored,
Color/Finish : Multi-Colored,
Features : No Additional Features,
Frame Color/Finish : Champagne,
Frame Material : Wood,
Frame Primary Finish : Beige,
Frame Type : Framed,
Hanging method : Other,
Includes : No additional hardware,
Mount Type : Wall Mount,
Number of Pieces Included : 1 Piece,
Orientation : Landscape,
Orientation : Vertical,
Painting Type : Oil Painting,
Print Category : Graphic Art,
Product Weight (lb.) : 8,
Returnable : 90-Day,
Style : Classic,
Style : Modern,
Subject : Abstract,
Theme : Vintage,
Theme : Abstract,
Wall Decor Type : Wall Art,
","N/A","N/A","N/A","N/A","N/A","Home Decor","Wall Decor","N/A","N/A","N/A","N/A","Home / Home Decor / Wall Decor / Wall Art / Wall Art Paintings","https://www.homedepot.com/p/La-Pastiche-30-in-x-26-in-Water-Lilies-Luxury-Line-with-Elegant-Champagne-Frame-by-Claude-Monet-Framed-Wall-Art-MONG3011-FR-7870S20X24/310716515","N/A","N/A","N/A","Product Depth (in.)","30","Product Height (in.)","26","Product Width (in.)","2","Wall Art Height","Medium (20-40 in.)","Wall Art Width","Small (Under 20 in.)","Art Classification","Classic Home","Art Material","Wood","Art Medium","Graphic Art","Art Movement","Abstract Expressionism","Artist's name","Claude Monet","Artwork name","Water Lilies (Luxury Line) with Elegant Champagne Frame","Color Family","Multi-Colored","Color/Finish","Multi-Colored","Features","No Additional Features","Frame Color/Finish","Champagne","Frame Material","Wood","Frame Primary Finish","Beige","Frame Type","Framed","Hanging method","Other","Includes","No additional hardware","Mount Type","Wall Mount","Number of Pieces Included","1 Piece","Orientation","Landscape","Orientation","Vertical","Painting Type","Oil Painting","Print Category","Graphic Art","Product Weight (lb.)","8","Returnable","90-Day","Style","Classic","Style","Modern","Subject","Abstract","Theme","Vintage","Theme","Abstract","Wall Decor Type","Wall Art","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
429,"homedepot.com","Grisham","N/A","30511","204487375","N/A","N/A","32 in. x 80 in. 305 Series Black Ruby Security Door","The Grisham 305 Series Ruby 32 in. x 80 in. Steel Black Prehung Security Door is built for security as well as aesthetic appeal. It offers a detailed design in 16-Gauge steel, pre-hinged yet reversible for flexible installation options. It has tamper-resistant hinges and a slim line dead-bolt lock is included for enhanced security. The door is sealed with a protective powder-coat finish for durability.
 
Made of heavy-duty 16-Gauge steel
1 in. x 2 in. Welded frame for strength and durability
Heavy-duty weather-stripped for storm door protection
Tempered safety glass
Powder coated for a long lasting protective finish
Interchangeable top or bottom screen panel included
Brass slim line lock included
Hidden tamper-resistant hinges
Heavy-duty closer for smooth operation
Hinged on the left, but reversible for flexible installation options
Prehung and pre-hinged for easy installation
For Grisham custom sizing requirements that are outside the parameters of the standard sizing shown, please visit your local Home Depot store to process your special order request
Recessed mount installation on conventional brickmold

 California residents
 
 see Prop 65 WARNINGS","N/A","N/A","1","USD","0.00","0.00","0.00","646.00","0.00","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Door Height (in.) : 80,
Door Thickness (in.) : 1 in,
Door Width (in.) : 32,
Color Family : Black,
Color/Finish : Powder Coated Black,
Door Configuration : Single Door,
Door Handing : Universal/Reversible,
Door Type : Security,
Finish Type : Painted,
Material : Steel,
Mount Type : Recessed Mount,
Product Weight (lb.) : 84lb,
Returnable : 90-Day,
","N/A","N/A","N/A","N/A","N/A","Doors & Windows","Exterior Doors","N/A","N/A","Limited Lifetime Warranty","N/A","Home / Doors & Windows / Exterior Doors / Security Doors","https://www.homedepot.com/p/Grisham-32-in-x-80-in-305-Series-Black-Ruby-Security-Door-30511/204487375","N/A","N/A","N/A","Door Height (in.)","80","Door Thickness (in.)","1 in","Door Width (in.)","32","Color Family","Black","Color/Finish","Powder Coated Black","Door Configuration","Single Door","Door Handing","Universal/Reversible","Door Type","Security","Finish Type","Painted","Material","Steel","Mount Type","Recessed Mount","Product Weight (lb.)","84lb","Returnable","90-Day","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,NULL,NULL,NULL,NULL
